"filename", "language", "PHP", "CSS", "JavaScript", "XML", "JSON", "comment", "blank", "total"
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\custom\typedjs\typedjs.bundle.js", "JavaScript", 0, 0, -593, 0, 0, -319, -140, -1052
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\custom\vis-timeline\vis-timeline.bundle.css", "CSS", 0, -1010, 0, 0, 0, -77, -186, -1273
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\custom\vis-timeline\vis-timeline.bundle.js", "JavaScript", 0, 0, -6, 0, 0, -58, -1, -65
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\fonts\@fortawesome\fa-brands-400.svg", "XML", 0, 0, 0, -3717, 0, 0, -1, -3718
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\fonts\@fortawesome\fa-regular-400.svg", "XML", 0, 0, 0, -801, 0, 0, -1, -802
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\fonts\@fortawesome\fa-solid-900.svg", "XML", 0, 0, 0, -5034, 0, 0, -1, -5035
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\fonts\line-awesome\la-brands-400.svg", "XML", 0, 0, 0, -1313, 0, 0, -1, -1314
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\fonts\line-awesome\la-regular-400.svg", "XML", 0, 0, 0, -467, 0, 0, -1, -468
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\fonts\line-awesome\la-solid-900.svg", "XML", 0, 0, 0, -2894, 0, 0, -1, -2895
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\plugins.bundle.css", "CSS", 0, -21702, 0, 0, 0, -83, -5804, -27589
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\plugins\global\plugins.bundle.js", "JavaScript", 0, 0, -46782, 0, 0, -4396, -6477, -57655
"d:\wamp\www\istakip\Projects\Frontend\Resources\Themes\Default\style.css", "CSS", 0, -4, 0, 0, 0, 0, 0, -4
"d:\wamp\www\istakip\Projects\Frontend\Routes\Routes.php", "PHP", -2, 0, 0, 0, 0, -8, -2, -12
"d:\wamp\www\istakip\Projects\Frontend\Views\Faturalar\detay.wizard.php", "PHP", -276, 0, 0, 0, 0, 0, -21, -297
"d:\wamp\www\istakip\Projects\Frontend\Views\Faturalar\main.wizard.php", "PHP", -179, 0, 0, 0, 0, 0, -21, -200
"d:\wamp\www\istakip\Projects\Frontend\Views\Faturalar\odemeYap.wizard.php", "PHP", -190, 0, 0, 0, 0, 0, -13, -203
"d:\wamp\www\istakip\Projects\Frontend\Views\Home\main.wizard.php", "PHP", -134, 0, 0, 0, 0, 0, -20, -154
"d:\wamp\www\istakip\Projects\Frontend\Views\Home\s404.wizard.php", "PHP", -43, 0, 0, 0, 0, 0, -9, -52
"d:\wamp\www\istakip\Projects\Frontend\Views\Proje\calismalar.wizard.php", "PHP", -89, 0, 0, 0, 0, 0, -27, -116
"d:\wamp\www\istakip\Projects\Frontend\Views\Proje\login.wizard.php", "PHP", -51, 0, 0, 0, 0, 0, -11, -62
"d:\wamp\www\istakip\Projects\Frontend\Views\Proje\main.wizard.php", "PHP", -172, 0, 0, 0, 0, 0, -34, -206
"d:\wamp\www\istakip\Projects\Frontend\Views\Sections\body.wizard.php", "PHP", -1, 0, 0, 0, 0, 0, 0, -1
"d:\wamp\www\istakip\Projects\Frontend\Views\Sections\head.wizard.php", "PHP", -1, 0, 0, 0, 0, 0, 0, -1
"d:\wamp\www\istakip\Projects\Frontend\Views\Teklif\detay.wizard.php", "PHP", -187, 0, 0, 0, 0, 0, -12, -199
"d:\wamp\www\istakip\Projects\Frontend\Views\Teklif\main.wizard.php", "PHP", -179, 0, 0, 0, 0, 0, -21, -200
"d:\wamp\www\istakip\Projects\Frontend\Views\body.wizard.php", "PHP", -8, 0, 0, 0, 0, 0, -2, -10
"d:\wamp\www\istakip\Projects\Frontend\Views\footer.wizard.php", "PHP", -24, 0, 0, 0, 0, 0, -1, -25
"d:\wamp\www\istakip\Projects\Frontend\Views\head.wizard.php", "PHP", -17, 0, 0, 0, 0, 0, -2, -19
"d:\wamp\www\istakip\Projects\Frontend\Views\header.wizard.php", "PHP", -42, 0, 0, 0, 0, 0, -7, -49
"d:\wamp\www\istakip\Projects\Frontend\map.php", "PHP", -22, 0, 0, 0, 0, 0, -1, -23
"Total", "-", -4396, -65668, -107668, -14232, -1, -30469, -36454, -258888
